,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count
465,"Bank Mandiri's digital transformation reaffirms its dedication to prioritizing ESG principles, from policies and strategies to day-to-day operations.",digital transformation,s,positive,action,1
466,"Based on research findings, a total of 1,215,523.5 tons of dry tailings waste generated throughout 2024 holds potential for circular economic value.",waste management innovation,e,positive,outcome,1
467,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",esg integration,g,neutral,outcome,1
468,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topic validation,none,neutral,outcome,1
469,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topics,none,neutral,outcome,1
470,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topics revalidation,none,neutral,outcome,1
471,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",assurance conclusion,none,neutral,outcome,2
472,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",report assurance,s,neutral,outcome,1
473,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",sustainability reporting accuracy,,neutral,outcome,1
474,"Beberapa brand harus mengalami penyesuaian harga yang kemudian berdampak pada orientasi konsumen (consumer confidence) untuk membeli alat telekomunikasi, khususnya smartphone.",consumer confidence,s,neutral,outcome,5
475,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,exchange rate fluctuations,none,neutral,outcome,1
476,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,kondisi makro-ekonomi,e,neutral,outcome,1
477,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,macroeconomic conditions,e,neutral,outcome,2
478,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,trade war impacts,e,negative,outcome,1
479,"Beberapa tantangan yang kami hadapi dalam penerapan keuangan berkelanjutan, diantaranya pemahaman dan kapabilitas internal, nasabah, dan mitra dalam aspek LST, kesiapan sistem dan proses untuk mendukung integrasi keuangan berkelanjutan dalam aktivitas bisnis Bank, meningkatnya risiko siber akibat digitalisasi proses, serta regulasi terkait keuangan berkelanjutan yang terus berkembang.",challenges in implementing sustainable finance,none,negative,none,1
480,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions,corporate mission,,positive,commitment,1
481,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions.,corporate mission,s,positive,commitment,3
482,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions.,mission,e-s-g,positive,commitment,2
483,Bekerja sama dan saling membantu satu sama lain tanpa diminta,teamwork,e,positive,commitment,1
484,"Bekerjasama dengan Kementerian BUMN, program ini menghimpun, memberdayakan, dan membangun UKM menjadi UMKM berkualitas di Indonesia.",sme empowerment,e,positive,action,1
485,Berbagai capaian tersebut merupakan komitmen Perusahaan terhadap Pembangunan Berkelanjutan.,komitmen pembangunan berkelanjutan,s,positive,commitment,1
486,"Berdasar hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment improvement,e-s-g,positive,outcome,1
487,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment,none,positive,action,1
488,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment for water circularity,s,positive,action,1
489,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment,e,positive,action,1
490,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular, dengan pemanfaatan akhir yang dapat diolah menjadi berbagai produk, seperti paving block dan backfill material.","circular economy, waste utilization",none,positive,outcome,1
491,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular.",circular economy,e-s-g,positive,outcome,1
492,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular.",waste management / circular economy,,positive,outcome,1
493,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",emisi pembiayaan dan investasi,none,neutral,outcome,1
494,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",emissions from financing and investment,e,neutral,outcome,1
495,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",financed emissions disclosure,e,neutral,outcome,1
496,"Berfokus pada industri televisi free-to-air (FTA); produksi konten dan inisiatif media digital, termasuk layanan over-the-top (OTT), daring, dan out-of-home (OOH); dan meningkatkan kemampuan untuk terus mengembangkan bisnis media yang lebih luas.",business strategy,e,neutral,commitment,1
497,"Berfokus pada industri televisi free-to-air (FTA); produksi konten dan inisiatif media digital, termasuk layanan over-the-top (OTT), daring, dan out-of-home (OOH); dan meningkatkan kemampuan untuk terus mengembangkan bisnis media yang lebih luas.",media business expansion,none,positive,action,1
498,Berkembang Menuju Kesejahteraan Bersama,sustainability vision,none,positive,commitment,1
499,Berkomitmen untuk Menjaga Lingkungan Committed to Maintaining a Sustainable Environment,lingkungan,none,positive,commitment,1
500,Berkomitmen untuk Menjaga Lingkungan yang Lestari,environmental sustainability,s,positive,commitment,1
501,Berkomitmen untuk Menjaga Lingkungan yang Lestari,environmental sustainability commitment,none,positive,commitment,1
502,Berkomitmen untuk Menjaga Lingkungan yang Lestari Committed to Maintaining a Sustainable Environment,lingkungan,e-s-g,positive,commitment,1
503,Berkontribusi bagi Ketahanan Pangan,food security contribution,e-s-g,positive,action,1
504,Berkontribusi bagi Ketahanan Pangan,ketahanan pangan,e-s-g,positive,action,1
505,Berlanggung jawab kepada masyarakat dan lingkungan sekitar,environmental sustainability,e-s-g,positive,commitment,1
506,"Berpengalaman selama lebih dari 45 tahun, Intiland menjadi salah satu pengembang properti terdepan di Indonesia.",corporate experience,e-s-g,positive,outcome,1
507,"Bersama dengan 38 Mitra Produksi Sigaret (MPS), Perseroan mempekerjakan lebih dari 66.000 karyawan langsung dan tidak langsung.",employment,e,positive,outcome,1
508,Bersama grup usaha mencari peluang kerja sama dengan perusahaan listrik rendah karbon dan membeli carbon offset ataupun sertifikat energi terbarukan (renewable energy certificates/REC);,collaboration for low-carbon electricity and carbon offset purchase,e-s-g,positive,action,1
509,"Bersama karyawan, Perseroan terus mencari dan mengembangkan program-program yang dapat memberikan hasil dan nilai tambah terbaik bagi setiap karyawan.",pengembangan karyawan,none,positive,action,1
510,"Bersama masyarakat, Perseroan melakukan upaya untuk menjadi warga dunia usaha yang bertanggung jawab terhadap masyarakat di sekitarnya.",tanggung jawab sosial,e-s-g,positive,commitment,1
511,"Bersama pelanggan, Perseroan memfokuskan diri untuk memberikan atau menghasilkan produk unggulan dan pelayanan yang sangat bersaing dan membina hubungan yang saling menguntungkan.",hubungan dengan pelanggan,e-s-g,positive,commitment,1
512,"Bersama pemangku kepentingan, kami bekerja untuk terus memberikan manfaat kepada mereka.",community engagement,e-s-g,positive,action,1
513,"Bersama pemasok, menawarkan dan mengeksplorasi kesepakatan dalam bekerja sama.",kesepakatan dengan pemasok,e-s-g,positive,action,1
514,"Bersama rekan bisnis, Perseroan bekerja sama dalam menekan persaingan yang tidak sehat.",kerja sama dengan rekan bisnis,e-s-g,positive,action,1
515,"Bersama seluruh pemegang sahamnya, Perseroan senantiasa bertujuan meraih imbal hasil investasi yang lebih baik.",imbal hasil investasi,e,positive,commitment,1
516,"Bersama seluruh pihak-pihak terkait, Perseroan selalu mengambil posisi pro-aktif dalam mengembangkan hubungan yang saling menguntungkan.",stakeholder relationship development,e-s-g,positive,action,1
517,"Bertumpu pada proses produksi yang terstandardisasi dari hulu ke hilir, peningkatan akses protein bernutrisi di seluruh nusantara, pengembangan protein yang sesuai dengan preferensi lokal, serta pemanfaatan bahan baku lokal terbaik, kami telah menghasilkan protein hewani untuk membantu memenuhi kebutuhan masyarakat Indonesia.",sustainable production,s,positive,outcome,1
518,"Besides partnering with MSMEs, approximately 50% of the products in the Department Store Segment originate from local brands",local economic development,e,positive,outcome,2
519,"Besides partnering with MSMEs, approximately 50% of the products in the Department Store Segment originate from local brands",local economic inclusion,s,positive,outcome,1
520,"Best SWE Growth 2011: DMT Tasikmalaya and Ciamis, from XL Asia.",awards,e,positive,outcome,1
521,"Best of the Best World Entrepreneur of the Year Hall of Fame - Honored June 8, 2013.",awards,e,positive,outcome,1
522,"Best of the Best World Entrepreneur of the Year Hall of Fame – Honored June 8, 2013",corporate reputation,e-s-g,positive,outcome,1
523,"Beyond financial success, we continued to strengthen our sustainability practices across environmental, social, and governance (ESG) aspects.",esg practices,s,positive,action,7
524,"Beyond financial success, we continued to strengthen our sustainability practices across environmental, social, and governance (ESG) aspects.",praktik keberlanjutan,e-s-g,positive,action,1
525,Biaya Lingkungan Environmental Cost (USD),environmental cost,none,neutral,outcome,1
526,"Biaya Lingkungan Environmental Cost | 2020 USD 505,617 | 2019 USD 20,677",environmental cost,none,neutral,outcome,1
527,"Biaya Lingkungan Environmental Cost | 2020 USD 505,617 | 2019 USD 20,677",environmental costs,s-g,neutral,outcome,2
528,"Biaya Lingkungan Environmental Cost | 2020 USD 505,617 | 2019 USD 20,677",environmental investment,g,neutral,outcome,1
